		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100101000  253  264  239  248  249  245  226  239  3.789172 0.875626 SUCCESS  77
100110000  240  223  236  208  272  251  255  231 12.494471 0.130468 SUCCESS  78
100111000  259  220  235  251  260  239  235  239  5.599290 0.692016 SUCCESS  79
101000000  265  258  249  252  226  235  240  264  6.515470 0.589692 SUCCESS  80
101000100  233  261  224  254  210  231  249  242  9.643192 0.290967 SUCCESS  81
101001000  241  252  249  230  237  243  258  242  2.305278 0.970194 SUCCESS  82
101001100  227  267  228  220  258  248  224  237  9.837020 0.276652 SUCCESS  83
101010000  252  264  227  250  249  243  248  231  4.224490 0.836322 SUCCESS  84
101010100  246  236  282  262  254  277  238  231 13.606598 0.092613 SUCCESS  85
101011000  241  264  265  246  231  246  257  256  5.620473 0.689659 SUCCESS  86
101011100  260  226  250  250  266  276  229  226 11.444836 0.177745 SUCCESS  87
101100000  220  256  249  229  236  244  260  238  5.639538 0.687536 SUCCESS  88
101100100  239  254  220  255  237  236  253  225  5.869378 0.661861 SUCCESS  89
101101000  244  216  254  233  226  215  246  271 12.349366 0.136283 SUCCESS  90
101101100  244  239  249  225  251  214  257  243  6.514411 0.589810 SUCCESS  91
101110000  258  241  259  218  220  247  239  273 10.830519 0.211488 SUCCESS  92
101110100  243  238  248  260  246  235  212  264  7.709152 0.462384 SUCCESS  93
101111000  243  248  254  235  247  250  241  237  1.272590 0.995872 SUCCESS  94
101111100  243  221  213  257  253  257  234  270 11.384464 0.180852 SUCCESS  95
110000000  251  252  247  236  259  227  260  265  5.871496 0.661624 SUCCESS  96
110000010  240  244  241  229  255  239  260  278  7.624419 0.470990 SUCCESS  97
110000100  240  228  250  235  247  234  239  234  2.687638 0.952407 SUCCESS  98
110001000  233  241  229  232  239  268  231  290 14.330009 0.073559 SUCCESS  99
110001010  256  264  222  245  232  264  229  245  7.617004 0.471747 SUCCESS 100
110010000  209  250  222  266  231  248  224  250 12.130118 0.145492 SUCCESS 101
110010010  245  263  244  241  243  252  230  247  2.702466 0.951621 SUCCESS 102
110010100  244  235  241  232  266  246  235  228  4.513643 0.808067 SUCCESS 103
110011000  231  231  254  224  268  243  234  236  6.723067 0.566785 SUCCESS 104
110011010  246  251  250  243  251  265  250  237  2.774490 0.947703 SUCCESS 105
110100000  249  248  255  233  220  227  240  269  7.591584 0.474346 SUCCESS 106
110100010  242  223  230  267  218  228  262  227 11.561345 0.171875 SUCCESS 107
110100100  265  241  255  235  236  252  227  248  4.589903 0.800373 SUCCESS 108
110101000  245  262  237  253  245  236  233  225  4.262620 0.832686 SUCCESS 109
110101010  257  237  279  279  237  253  242  219 14.465583 0.070409 SUCCESS 110
110101100  215  237  248  245  235  222  273  233 10.359189 0.240715 SUCCESS 111
110110000  238  270  232  225  237  250  282  232 12.229680 0.141247 SUCCESS 112
110110010  227  244  223  241  263  252  220  241  7.453893 0.488543 SUCCESS 113
110110100  263  249  235  231  241  222  252  244  5.070765 0.749987 SUCCESS 114
110111000  228  230  282  215  223  232  227  272 18.666242 0.016750 SUCCESS 115
110111010  244  243  252  225  248  241  235  235  2.628325 0.955478 SUCCESS 116
110111100  250  253  266  250  233  271  243  231  6.973030 0.539545 SUCCESS 117
111000000  254  215  260  230  274  262  257  292 21.467740 0.006003 FAILURE 118
111000010  251  238  239  245  268  236  240  241  3.281831 0.915447 SUCCESS 119
111000100  252  235  256  249  249  249  228  265  4.462803 0.813143 SUCCESS 120
111000110  230  222  258  266  227  258  254  229  9.202578 0.325496 SUCCESS 121
111001000  227  233  266  253  253  263  232  238  6.752724 0.563532 SUCCESS 122
111001010  238  224  240  250  266  261  217  236  8.723835 0.366126 SUCCESS 123
111001100  241  226  253  220  257  258  223  259  8.578729 0.379069 SUCCESS 124
111010000  248  242  237  273  243  248  245  251  4.102686 0.847742 SUCCESS 125
111010010  263  228  258  262  269  242  222  236  9.774529 0.281209 SUCCESS 126
111010100  247  253  236  251  231  235  247  227  3.208748 0.920582 SUCCESS 127
111010110  222  255  245  228  232  201  273  251 15.914524 0.043620 SUCCESS 128
111011000  218  272  255  225  232  251  264  240 10.802981 0.213114 SUCCESS 129
111011010  271  246  240  239  236  247  263  235  5.435119 0.710217 SUCCESS 130
111011100  239  235  295  238  222  228  207  267 22.820297 0.003603 FAILURE 131
111100000  250  227  249  239  265  274  251  259  8.365836 0.398574 SUCCESS 132
111100010  255  232  239  251  249  269  222  258  7.047172 0.531552 SUCCESS 133
111100100  252  240  250  250  245  251  233  244  1.355205 0.994859 SUCCESS 134
111100110  219  259  252  234  242  251  230  241  5.414995 0.712439 SUCCESS 135
111101000  242  230  244  265  267  254  274  264 10.795567 0.213554 SUCCESS 136
111101010  233  240  266  260  241  241  256  248  4.435265 0.815874 SUCCESS 137
111101100  225  246  220  241  257  243  253  264  6.786617 0.559821 SUCCESS 138
111101110  237  261  279  218  210  230  219  254 18.332604 0.018867 SUCCESS 139
111110000  249  222  230  240  266  270  265  230 10.647283 0.222496 SUCCESS 140
111110010  256  221  237  261  261  224  222  250  9.427122 0.307555 SUCCESS 141
111110100  261  235  248  260  254  234  255  252  4.301810 0.828918 SUCCESS 142
111110110  256  232  220  237  240  251  241  241  4.256265 0.833294 SUCCESS 143
111111000  251  241  232  243  242  241  257  240  1.704730 0.988765 SUCCESS 144
111111010  230  227  250  240  232  226  259  271  8.318173 0.403023 SUCCESS 145
